xlink_x	xlink_y	xlink_z
222.2048	121.2233	40.7767
6.0786	187.7419	119.5725
251.8226	218.2627	249.9099
167.4548	99.6503	217.5245
163.7071	58.9465	166.3374
176.7994	56.8893	56.9094
248.7117	243.3361	247.7269
109.9965	226.7309	16.9626
131.1505	26.2651	83.1012
194.3845	70.8635	165.5117
63.9838	69.2852	32.7954
182.6657	16.0203	149.8176
201.8949	47.0814	82.6030
180.9126	25.5752	190.9440
254.0400	231.2553	89.1856
145.4113	230.9761	131.3853
88.1063	41.9010	121.1288
191.8254	162.7214	254.3152
113.7057	237.0624	225.2006
194.1831	97.0244	26.3365
42.5189	74.6147	208.0141
194.2636	159.9417	116.5898
204.0810	185.9359	84.7167
36.0265	9.2964	163.3317
204.2371	104.4711	0.7546
140.0157	165.9394	197.7905
21.3628	101.7498	30.8319
254.4539	173.8930	119.5822
45.3213	56.9677	27.3411
244.4885	200.6121	46.0025
244.5440	88.5353	171.5409
24.4187	174.2808	198.3207
17.7010	106.0258	134.9359
46.1477	49.8716	171.0437
115.4221	176.0107	241.3860
30.2026	236.2404	244.2000
129.3566	179.0097	199.7547
104.0187	51.7193	9.9488
61.1042	84.4750	87.2130
135.1227	0.8215	20.9745
44.0054	85.2995	136.6695
48.9835	37.1655	204.9494
3.8654	199.1438	169.0294
181.0935	165.0286	192.7775
236.9519	134.2342	33.8774
215.5991	229.9731	70.1221
190.1470	138.5580	193.8780
229.7210	10.4934	210.7705
160.1657	170.3408	164.9434
246.9140	67.5131	16.3102
33.0177	113.5328	46.2352
176.6551	93.1366	160.9529
165.3223	95.0766	24.3413
142.2685	89.3345	186.9648
49.4808	158.3258	223.6264
146.7565	15.6937	159.8675
118.3864	74.4259	46.8182
235.4109	241.9317	56.4608
161.4248	140.8074	140.4821
35.4601	101.3704	23.5244
132.7743	172.6460	206.9577
214.2301	212.4446	212.2338
66.6428	232.2629	253.1610
67.1220	12.4327	184.3076
105.2630	34.6857	146.0951
200.6754	228.3712	44.1687
104.5974	246.6734	251.3081
37.9992	35.5867	68.0257
114.5392	69.1562	190.5783
231.8334	85.3414	183.4460
173.2849	155.1576	137.5712
12.7673	15.2755	223.9063
65.3925	22.6367	25.3078
168.6756	28.9173	5.2141
111.0948	214.5639	108.1343
163.0000	26.0000	218.0000
175.6548	116.3080	215.2613
110.3769	126.4370	236.7940
78.9854	68.9770	211.8587
248.0270	82.4327	88.2119
205.3299	16.4749	132.2165
23.0073	4.1067	198.6709
57.5025	88.7972	137.6850
171.6845	53.1577	132.3421
20.1431	136.7621	247.3502
143.4928	28.9719	153.9132
38.0003	203.1373	19.7539
217.3790	64.2479	92.4202
137.5526	119.5264	96.2792
184.6622	5.9970	206.1499
183.2572	114.4863	139.8555
106.0628	71.8926	43.7386
228.0546	79.6886	129.9589
36.3483	39.1606	78.5871
110.0182	38.0136	135.4727
240.1847	171.2701	40.3754
33.9561	61.3253	251.8986
29.6774	28.7116	14.9538
209.3351	141.4929	50.7814
228.5039	59.8477	123.3238
185.8682	138.9785	235.4417
217.8618	160.0367	178.3148
14.5511	54.7492	82.0083
89.4666	189.6018	199.1089
87.9935	161.5735	153.2795
138.0392	77.8201	40.7822
39.9671	1.7388	48.0786
185.7476	175.5468	250.7790
102.3659	175.8406	78.0684
158.8745	179.1096	111.6902
146.4105	201.6532	115.1776
106.4167	49.4755	7.4833
45.2015	176.1373	59.8242
61.0054	244.6083	230.8149
227.0097	14.9749	163.9429
44.3831	153.8005	71.8884
140.6800	246.4578	117.5350
212.9783	49.4713	67.7171
248.1079	249.4066	108.7762
119.8098	95.5867	155.7024
161.1457	204.6961	88.0144
11.6592	106.4834	100.1296
115.7930	234.1050	225.4182
174.6461	60.0174	51.8556
154.9929	68.6287	62.7229
109.3595	202.9404	191.9864
220.3136	206.8155	215.9585
122.6522	161.6469	230.9232
248.9068	55.2852	94.3087
233.9450	126.3743	158.0091
23.4591	223.7828	178.8634
100.0071	254.7709	157.3037
149.0302	237.0502	73.4723
86.4669	154.4134	96.4465
130.1675	18.7444	233.7728
3.6357	48.2148	236.6347
196.6756	197.6814	72.6398
81.2683	41.4393	12.1644
197.1035	22.2575	101.7515
199.3213	188.0304	16.0534
94.7909	108.2607	132.8067
240.1714	156.3268	34.3427
94.9816	95.5808	73.6984
92.0196	202.2275	126.0555
238.5779	36.7410	188.5976
63.8228	218.6427	229.5741
31.2577	125.8059	74.6489
245.4568	84.7534	167.6675
16.1087	107.9139	245.6800
115.9311	232.1252	214.9133
199.9290	204.2997	155.4050
133.4609	20.8923	129.1687
108.7554	93.9345	219.1702
27.4728	46.3751	76.3810
160.7453	94.9721	105.9091
181.3916	213.9556	206.0275
68.5861	236.9081	155.1583
46.2642	193.0963	223.1774
207.1345	104.1986	203.5311
17.4131	50.4280	148.2162
194.7241	85.9221	181.2639
200.1537	160.1685	235.4445
222.1671	5.6989	49.5849
227.6340	97.9588	220.9070
129.6728	54.5357	176.5732
89.0510	228.3018	5.8251
179.2332	237.1710	214.7438
97.4430	114.7968	30.0357
240.9650	56.9759	42.9206
252.7733	65.5796	129.0691
191.3648	221.5258	51.8571
179.0513	45.8461	159.1225
243.4381	179.8944	9.1552
160.0679	229.1244	34.8706
131.0479	250.4364	188.6828
139.6242	65.1521	241.3181
80.3087	83.0286	77.6669
246.9361	135.9426	232.0088
231.2894	67.9542	118.1914
125.5374	73.7649	68.1825
92.3115	227.5937	72.6035
51.4549	200.2012	209.6895
109.5648	101.9117	144.8852
241.4636	210.2352	212.1475
53.1026	245.1081	11.1673
69.0236	19.5555	249.9435
237.3210	180.8973	186.5172
180.8798	125.3719	126.8115
77.7264	20.8884	20.2955
168.0795	135.8313	190.2856
88.7603	8.2248	8.3912
68.5596	177.9283	141.1925
102.2488	80.0609	55.3102
129.2578	99.7471	130.4361
201.5452	54.3202	32.5907
18.3481	187.1298	167.1620
195.9457	69.3402	46.8001
83.9420	153.5927	192.0541
242.7577	84.3672	88.2492
208.0241	117.8109	233.1877
216.5412	16.7655	98.3065
166.7201	150.7155	220.4790
91.6910	63.1917	161.6460
82.2805	197.1101	253.2227
115.5493	71.3065	31.2925
172.2988	138.4348	109.1447
81.9499	104.1626	181.6117
194.9715	75.4687	37.0395
187.3933	184.9968	144.6237
222.6553	149.2309	138.2556
107.3608	3.4470	53.4353
22.9431	13.7768	39.9918
181.4444	94.1392	22.4246
97.5877	84.9857	112.6471
202.7411	142.9987	25.5699
48.6656	81.2257	4.8437
30.4926	58.6022	157.4533
122.4543	147.9846	220.0345
74.2528	194.6013	109.2198
6.1466	196.4285	212.5808
196.9063	250.0251	240.7401
182.0990	2.6014	66.6554
127.0110	198.7203	47.8983
238.4292	127.8402	133.1272
200.0023	178.0959	20.4622
62.5725	229.2688	170.2056
39.2043	209.5176	157.8930
46.6677	31.0687	156.8737
115.3029	89.8842	131.0928
136.3329	84.9052	152.2562
226.2467	23.3386	115.1492
220.8531	246.9548	69.9411
42.2118	8.9004	143.1455
157.5405	144.2122	176.7090
55.9985	135.6844	129.9855
79.9457	255.4117	59.5714
124.9091	30.7960	254.1598
24.1665	239.0175	21.9535
101.9990	87.7724	203.4787
230.8154	116.2666	101.1380
147.6819	29.6487	110.2274
18.6986	122.8138	70.5052
201.3947	229.0021	232.1904
179.0628	250.9188	254.0797
86.4708	146.0471	193.9739
201.4002	113.4021	182.3551
114.3615	195.9392	231.6725
41.7129	212.0708	185.4014
149.3620	172.1209	252.5533
224.8413	6.1633	79.2414
120.3686	101.5285	139.6717
69.8869	197.6971	97.9824
38.6080	213.0577	190.1955
242.3344	240.5851	54.0263
72.9914	40.8736	30.0480
105.0908	240.3184	159.4387
56.2289	24.9749	119.5826
255.8411	154.8456	75.6562
161.8203	241.7204	22.7389
171.5352	58.4224	175.5571
154.7456	69.0437	79.8406
179.4688	103.9449	231.7914
100.3539	45.5370	140.6280
72.5975	248.9141	9.7892
184.3739	78.3918	148.8024
86.4552	179.3371	202.5224
89.6158	21.5878	95.1810
46.5128	72.1734	166.1140
245.5228	169.2074	232.8109
61.4554	69.0973	23.1412
175.6364	186.7061	171.1554
133.9640	80.5148	164.4419
217.5808	88.6082	63.3315
39.5755	76.1910	255.3059
169.7338	83.0432	236.1513
234.7371	185.6966	48.7008
19.4879	46.1442	216.3197
67.8969	8.1477	47.1122
82.5606	79.7492	99.2519
31.6104	41.0993	184.4358
25.3495	173.3040	231.1166
158.2697	33.3747	252.3162
155.7872	50.9485	248.4592
132.4952	44.1691	133.4194
227.3201	40.0868	243.1036
184.8176	35.2415	222.7492
54.0479	68.1030	160.8094
47.6190	159.9743	245.9463
233.5984	225.7409	182.9514
163.0980	182.2816	122.4092
127.5005	26.1543	214.5702
108.9965	191.1566	213.3995
248.6972	125.3376	143.7319
130.2486	29.5276	225.7966
93.1069	7.5743	144.0232
84.5315	139.9646	157.2610
226.6076	70.6939	232.8886
32.6876	96.9257	10.4263
190.7461	235.0250	33.3799
78.9171	197.4214	122.2316
182.6606	82.2882	100.2585
180.3985	53.2663	1.2442
95.6722	86.1183	207.8476
97.9719	211.9942	27.0788
130.7823	127.6074	194.2801
30.6126	185.3994	2.6784
227.3890	248.0854	114.2186
128.3501	46.0971	238.7828
101.9314	216.6882	135.8555
238.8628	81.0094	21.1844
250.0562	221.8636	173.1277
111.3433	70.5225	99.1509
202.0362	130.7422	229.4191
161.3831	144.5777	76.3018
237.3197	80.2978	121.0153
95.3679	44.6835	63.0012
50.0729	182.3042	73.2079
156.1831	182.0058	214.5225
173.8760	103.8145	8.7795
64.0016	192.8033	45.7067
122.6629	253.1760	42.6535
191.4762	193.9067	230.1571
172.9618	23.5377	208.6995
223.0867	38.8546	17.2905
68.6703	249.0199	66.8896
156.6678	67.2095	216.7000
218.2027	99.9183	233.6962
134.7568	44.2602	238.9723
254.1741	245.0522	47.1700
112.8355	168.5973	253.0895
224.0968	81.7354	62.8394
86.5842	243.5502	57.7631
223.0289	188.4245	54.2512
50.7140	144.1146	122.4631
85.9511	238.1204	220.6613
220.0546	111.7585	104.5441
133.0269	253.5338	131.8942
64.0336	59.1751	12.9757
180.7057	12.5573	144.4977
110.0146	80.7384	34.5975
6.1465	16.0800	159.5017
239.1680	148.5277	108.1355
187.6456	173.4202	30.8309
245.4898	56.9796	48.5818
56.5791	199.2814	95.8604
251.2840	24.6936	22.5980
182.4922	3.9900	219.6892
185.9778	33.2399	102.6959
137.9003	211.1615	19.6493
228.2270	37.3278	82.3185
125.6660	137.6870	177.9292
187.0418	215.4606	163.6117
104.9992	22.8114	46.1238
60.9468	8.4128	141.3661
222.6435	91.6979	241.1990
134.4366	65.9803	213.1209
136.6285	111.6672	146.5481
181.5685	26.4595	26.2717
45.1593	227.0176	92.7779
182.8194	14.0142	51.8681
14.0172	201.0012	171.8972
175.5078	157.4189	192.5061
28.0538	217.4259	218.4576
233.7139	197.4126	100.0835
76.3939	197.9576	113.4395
111.5345	156.2752	251.9332
171.6233	11.5336	56.4479
176.7833	206.4846	147.3676
36.8523	151.0966	242.3159
75.7632	237.0299	150.7378
97.5463	180.9790	37.1546
195.8491	167.1418	171.1723
155.5239	53.2984	0.1262
90.7940	158.7224	147.1329
142.0040	112.2805	228.2059
229.5405	31.2594	169.3562
229.7436	137.3934	46.6667
165.7323	122.7022	180.6355
69.9256	40.4877	150.4871
153.8568	66.5137	211.3359
97.4288	160.0551	129.6679
175.3649	193.5794	66.8688
182.2685	73.7555	116.4996
93.2838	143.7443	168.6972
147.9202	13.2178	174.2285
218.5447	138.0531	151.6552
83.6427	148.5356	59.8901
107.3800	71.3326	46.4594
1.4159	181.4679	34.0510
230.7848	192.8582	158.2239
143.6798	149.0748	150.7569
194.4326	108.3108	98.8693
94.5665	215.0728	68.9834
208.1139	238.0367	64.6534
228.1820	224.5744	229.4217
180.3018	228.9390	59.7035
231.4557	64.3850	233.2945
241.2997	104.0912	119.7271
241.4961	37.2012	158.0015
55.6129	243.0376	156.1327
90.2649	68.8432	52.2763
119.6660	54.5400	221.0825
52.9414	180.8898	202.8039
73.7946	169.7016	20.3066
65.8154	138.2302	34.3563
14.9118	56.3949	74.4109
84.6703	211.5563	109.0710
185.5329	0.8264	143.0782
211.9803	104.8000	96.9855
192.8496	234.7559	185.1044
234.7879	49.4371	171.9103
139.7607	209.1719	111.6703
73.5001	17.4582	66.3933
104.1793	219.3778	254.5267
39.1914	250.4989	180.2455
207.7539	210.6548	204.3886
235.9731	32.4295	187.3552
210.4118	60.6887	189.3987
225.7109	125.0174	137.5240
83.5303	164.7395	85.5104
218.7100	214.5764	84.6668
47.5609	81.3330	15.3843
247.2861	235.5834	248.0504
82.2521	223.3184	107.9580
79.5049	86.8769	1.0125
3.7246	191.7388	58.1464
228.2210	235.5718	44.1328
191.1157	172.9668	66.1481
35.1348	176.2660	104.8217
23.3306	111.9369	228.5000
235.8223	56.8640	102.2158
17.7511	177.7604	137.7313
21.2652	162.9997	172.3010
80.4179	105.2371	239.7338
50.6070	200.8373	19.4581
99.3179	206.9839	152.8621
127.8249	208.0409	11.9111
200.2317	69.9043	171.7103
65.6752	211.8388	101.4579
114.6110	60.1599	167.7837
90.0622	0.4951	122.7766
246.9003	130.6932	59.0614
123.5319	19.1023	120.3422
157.1448	137.1285	117.1326
1.5467	211.1756	136.9538
232.7719	151.2643	203.5878
175.9989	36.2034	141.9367
243.8647	154.8974	121.8074
36.2561	179.3290	246.6353
229.4544	74.6206	41.9315
159.4531	158.9327	107.9255
120.0303	197.2589	16.2461
40.6467	220.4027	33.9243
8.8352	241.3047	249.6899
48.1492	193.0040	207.4281
90.5851	249.4736	20.5782
35.7819	162.7553	81.1374
202.3492	126.6919	49.4498
170.6009	239.9966	182.1858
229.7825	28.3265	67.2505
226.7132	62.3056	243.5891
225.0313	75.2274	216.0896
162.0660	167.1065	62.6091
252.2385	238.9422	40.8613
178.8712	123.0015	106.7790
239.3981	112.9403	135.7567
93.8546	204.3687	129.3352
253.5604	202.3788	38.6278
83.9989	69.2312	47.4414
155.1198	58.8600	191.7282
91.3566	35.8278	162.8429
234.6595	239.8017	200.0861
4.8834	20.5629	43.1838
241.1164	217.0104	191.0178
251.4633	176.5090	228.0205
121.5167	73.4685	208.1640
122.3766	181.7407	238.8131
189.7417	43.9446	84.5940
26.1078	91.1017	174.2274
226.2658	87.9575	246.1610
3.2532	46.7776	27.4431
28.6422	30.1259	244.0045
7.4216	207.6859	50.4195
172.2004	222.9912	32.3874
7.1331	40.8831	116.8593
245.3665	212.6243	203.7981
23.5352	239.3096	233.8828
222.1174	232.3887	6.6879
138.5904	141.2948	102.2930
100.0664	204.4192	157.9672
96.3615	37.1238	37.0809
33.8796	114.9392	64.0785
39.6077	4.0935	45.1419
4.4852	184.7881	148.4781
42.7720	217.7671	100.5062
9.5071	56.7980	228.3631
17.4109	6.8346	182.0454
8.4900	86.0724	222.8587
200.2970	79.3991	122.1602
15.1973	199.9996	114.7621
43.8832	91.6923	34.8203
64.1152	29.2795	83.7788
44.5754	46.5477	141.0148
255.4032	77.4067	88.7639
172.5730	20.1842	12.2176
24.2971	244.2041	46.9120
139.2995	196.5744	31.4657
23.5019	242.1711	46.2439
209.2727	46.7469	188.5219
24.6646	142.0925	76.0527
253.9481	78.8343	33.9436
232.6719	41.4560	112.8359
0.2066	67.6060	52.0005
216.7776	120.4810	36.5053
87.9520	213.4619	197.3918
73.3861	206.7398	102.3317
252.1328	61.6449	10.5210
66.0149	176.7605	14.5430
23.4073	93.3659	165.3527
202.4755	42.7329	30.6135
127.7403	80.9034	87.4493
21.5356	37.0569	229.8460
217.1933	236.8033	213.7008
41.8439	222.6518	175.0956
2.8447	176.5212	229.0303
175.0341	195.3723	58.4941
122.6935	35.1086	81.3964
72.6660	184.4401	36.1024
167.1961	40.9906	191.7235
110.4169	35.3445	17.7738
183.3489	175.4991	201.8324
135.1357	252.7934	216.4784
38.0006	8.5584	235.5306
25.7822	116.2436	103.8368
3.2171	79.7357	113.0984
244.9576	137.0674	71.3514
154.4475	167.6464	1.2930
143.9483	210.2106	164.7982
80.8502	133.4522	56.9036
204.5060	251.1356	244.5967
201.6054	98.4103	187.4277
70.7130	90.9223	94.7819
74.5316	233.4228	21.8817
30.0780	129.3690	5.6621
202.8494	142.1086	61.6036
125.6777	205.1244	135.9057
34.0206	234.3460	136.5094
35.1665	4.0246	207.4378
238.6518	231.1946	65.9490
164.0716	216.0310	240.8857
240.0866	111.0660	76.3393
65.9203	5.1268	112.7514
160.6432	121.5000	114.2557
40.8856	39.7240	5.8601
111.3849	221.6608	141.2351
56.0165	134.8106	84.9733
114.7365	242.7903	147.8046
229.8686	162.9375	149.8096
29.3248	192.6528	104.1185
41.1345	11.1483	23.3938
111.7348	163.7457	152.2297
73.6910	108.7307	146.5570
180.1795	60.8739	57.4603
196.9220	242.4235	179.2153
129.1092	255.7079	139.1286
46.5131	238.9057	219.5973
7.2554	29.6818	67.3836
175.7715	183.7401	198.5286
116.8143	60.4585	85.9081
68.2555	111.1421	142.3017
7.8665	153.9799	120.6055
241.8150	54.0579	72.9144
244.0358	217.0647	222.1969
118.1251	63.7443	207.4905
131.3684	104.0740	225.1512
110.3744	21.3935	220.7460
184.0625	240.7061	132.9755
102.8473	226.9386	250.1442
200.6543	67.5651	191.4576
16.5264	140.7353	149.0881
36.4501	243.4814	135.0573
47.3341	36.0512	248.8693
255.8670	80.8834	238.9096
244.2396	201.8208	252.0125
189.8438	14.3755	66.1471
44.4822	14.9399	45.6700
42.4689	189.8124	192.0255
115.9784	35.3193	11.5243
175.6705	171.1810	61.4396
163.1163	145.2081	184.5044
63.7496	40.9456	124.8925
251.9093	151.4549	97.8747
26.1362	234.2072	19.1562
15.8811	68.1476	111.0057
243.0000	247.0000	213.0000
226.0508	2.3439	37.8302
219.1022	171.1690	129.7244
22.9507	144.4695	75.0113
39.7603	10.5173	177.1105
23.3719	199.2427	197.0593
245.1034	80.0299	109.0643
163.3214	57.2766	249.4167
226.0311	113.3446	7.3367
223.5831	137.7709	53.5565
188.6817	246.6416	85.9181
243.8302	240.7360	116.7839
29.3980	146.9313	230.0136
20.8950	149.4865	0.2655
155.8091	73.3634	37.5161
101.4509	246.9004	182.4334
8.8317	138.2773	118.6957
203.0126	94.9650	184.0683
11.0828	94.3382	18.3725
218.7281	115.8197	121.8392
249.5179	140.7895	133.8185
90.5582	76.3249	32.0793
226.8668	50.6795	191.0673
18.3327	157.4957	97.3444
93.7437	164.8097	206.1141
225.2542	252.4128	33.9685
182.0672	64.2690	254.3502
74.5074	93.9647	220.2887
142.7029	233.6457	107.1632
208.9977	102.7542	179.1493
104.4712	198.2777	44.6710
235.7123	35.5825	117.3381
122.8448	179.2489	175.7327
211.3112	70.8334	5.4122
176.8674	182.9471	168.4187
149.7793	206.2569	11.0257
113.9981	101.8371	137.8599
129.6945	138.6369	28.3683
46.0399	204.6709	201.9338
5.0676	61.4309	222.6044
111.6196	149.9525	244.9237
13.0632	60.7067	13.3458
235.2340	111.2740	244.1036
196.3271	186.6631	23.6129
89.6330	45.0878	175.1119
164.6007	76.6642	136.5311
138.5607	157.9886	142.0806
146.4786	168.5535	135.8116
11.5646	239.6884	207.1280
109.6131	140.9326	120.0396
118.9229	84.3874	82.5195
166.4721	121.7022	191.6781
219.2274	185.2180	233.0630
72.0569	91.6967	168.2104
15.9457	162.0180	226.4473
109.2307	42.9676	240.0041
23.5052	255.4677	194.0761
197.9079	209.0189	197.1885
191.2556	134.5242	104.1550
86.7368	122.2499	181.9772
204.9099	212.9404	30.2597
91.0446	245.3574	146.1922
240.7324	219.0425	15.2369
124.6609	239.7656	139.4194
237.6780	162.4563	25.7816
48.2913	177.8760	207.1416
17.5397	108.0005	212.0455
111.0132	22.1935	45.0481
18.1064	236.3399	99.4135
72.2749	5.5591	122.7747
3.5203	21.2668	112.1932
87.7380	82.1602	177.1431
154.9728	6.6715	197.7385
25.2966	144.4962	108.3532
159.4245	123.4891	127.8327
236.5829	204.8315	202.3178
7.7990	69.9066	102.7852
119.3502	157.2189	235.0814
19.8065	126.3148	251.8213
148.0262	0.2778	25.4792
15.6872	237.8624	62.5034
189.2469	224.5818	243.5504
147.4339	166.4893	114.6643
145.2527	67.3933	233.9759
64.7273	142.9942	17.1734
48.8718	240.4679	237.7583
91.5730	163.7873	28.4376
35.9221	44.2439	183.7278
136.8309	48.3396	227.9396
104.7200	225.6322	216.1292
49.5629	1.1124	34.0241
40.9959	209.2203	13.7783
231.4413	143.5975	20.2170
205.4050	95.9850	108.7913
161.8950	154.3345	102.4351
168.3579	178.1430	118.6096
251.3730	163.8634	23.2999
47.1092	250.5840	164.2499
23.4697	165.1423	57.0116
231.3668	117.7892	52.6782
205.8538	63.1333	201.6495
43.6844	255.0147	116.5838
117.7377	200.5661	62.1426
124.2167	246.4705	133.7102
56.1860	78.3498	217.1785
201.6513	109.1175	249.3570
184.4665	136.6740	92.2564
10.6835	7.3277	14.9270
117.1700	178.1414	139.9170
63.7835	182.5632	130.2769
81.7477	98.8701	91.0970
123.5714	244.6553	70.9431
154.3937	88.4057	173.9462
29.2403	1.7221	241.7450
216.2044	237.6069	50.1042
108.7327	215.3938	169.4949
169.1539	193.9049	44.2310
196.8369	132.8021	248.6516
114.4123	71.1379	119.7588
90.5343	141.2622	53.2381
154.4744	195.9666	98.7254
129.2290	138.5856	16.2882
252.1304	207.2297	245.4515
135.1164	68.7383	220.0645
174.0478	188.7350	175.6031
28.4604	149.2089	122.6634
247.6683	54.8699	24.6221
108.0311	222.3083	65.6806
199.1408	197.1638	81.5487
176.2739	67.1485	169.5907
211.0453	170.3482	143.7659
70.7470	82.7647	222.4623
250.6104	115.6255	205.5085
10.8246	203.9498	104.6326
22.5012	228.6958	134.1186
52.9188	122.6754	119.5920
201.3606	97.8966	184.1910
204.4519	250.7691	147.0139
113.2889	89.6170	74.4486
242.9245	249.2157	139.5056
68.5412	220.5878	247.7484
67.0468	204.8314	103.1989
72.1629	196.8531	254.7112
89.8082	208.1518	78.9911
251.4350	201.1606	72.9205
42.2098	120.1202	76.6260
189.7180	205.5340	153.0395
225.3426	152.6536	180.7671
92.9386	216.3180	116.2038
32.3780	184.1751	246.0748
187.9626	111.0027	115.1358
16.9180	211.9161	12.3085
98.1480	115.2677	110.8105
193.3170	19.2605	59.6222
64.7126	215.0058	40.6731
241.9732	161.2076	196.5628
16.2658	174.6210	30.2500
251.0178	38.5956	122.2818
77.5421	37.5469	231.9976
88.2635	209.3847	78.1625
30.4195	244.3779	163.8246
162.3781	67.4667	23.0144
38.1667	60.2455	20.9385
113.3773	94.4873	75.5659
169.8463	35.3165	171.9136
33.3711	75.4325	21.2567
199.6642	205.1803	32.7308
4.9378	32.7933	40.2507
43.5156	26.7788	43.6231
181.0270	35.4389	69.5925
89.0653	190.8830	185.8791
119.5352	101.2860	87.1971
193.6565	14.8461	196.2998
211.2892	72.7763	228.5944
204.9301	131.2959	55.7682
178.8940	90.1636	89.9150
94.6653	78.0006	114.7618
6.0787	160.8730	143.5047
211.7876	101.1748	251.4944
179.8574	94.9960	57.5778
109.2614	119.4877	247.8621
96.5806	11.6319	221.3701
243.9108	118.3401	147.5043
210.1817	89.5345	199.8970
166.1172	92.3406	17.3581
18.1279	82.5587	65.6432
3.9635	9.1316	7.0721
117.8077	45.3080	202.9241
189.6351	250.2792	51.6283
192.1572	228.1683	220.0374
116.1690	133.3462	129.6046
240.2107	17.3971	124.2590
21.3947	149.1939	114.3206
134.7671	49.9438	69.9229
7.9878	152.1667	215.2660
128.7674	121.3609	106.8968
242.8289	128.7026	66.1077
107.4644	204.5808	74.1926
197.2848	15.1555	142.6614
1.8356	79.5117	237.9576
172.8336	55.7138	147.1796
196.2432	216.8836	247.0783
140.2332	248.9011	193.4921
75.6629	161.5922	100.3396
37.2600	226.9767	227.0450
67.0439	44.9278	47.1674
189.1253	244.2423	233.7059
125.9617	174.0742	44.3443
84.3029	210.8224	91.0610
1.9992	10.1209	21.7273
138.0305	247.2338	101.4752
190.5896	168.2428	74.9150
99.5629	29.0441	159.3664
84.5095	227.5824	55.2371
218.1812	150.3073	30.4616
71.5336	143.6254	105.1372
65.2455	107.3581	95.6729
216.7190	65.2881	84.2342
104.3330	233.4100	222.0314
127.2792	31.4989	225.0525
225.0867	79.6664	22.0198
225.0639	60.1777	26.2789
215.7227	236.7148	44.8671
15.5141	110.5513	103.3317
100.4779	46.7566	19.6173
213.2950	47.6331	188.8193
197.1312	101.7159	173.5072
134.7906	128.6095	118.8585
160.0801	179.6994	243.4934
242.8510	180.8413	128.0075
178.6122	228.3910	61.6202
144.0336	162.8339	128.3781
77.5191	245.0376	226.5865
72.8573	157.9229	200.9474
56.9426	183.6457	50.4093
207.8290	171.2510	3.4762
158.4959	57.3241	233.1919
247.2332	124.6101	81.8099
50.8158	163.5013	240.8106
19.5366	174.8329	28.9135
173.2343	228.7932	169.9459
124.6690	54.3358	103.0205
7.5710	228.9638	222.9125
239.4339	93.3665	232.5401
61.1308	255.9208	106.3834
125.3701	198.7286	66.9631
226.5464	112.8759	119.2946
23.7298	173.0529	150.5377
193.0395	64.9667	200.7868
207.6439	181.8747	16.4924
221.4327	97.1819	201.7411
76.0026	219.6959	101.1112
115.6534	87.4939	210.6108
226.8088	44.3696	29.0463
176.5453	40.1401	140.0639
161.4056	202.3902	132.7860
217.8620	143.9555	121.1432
158.1156	82.7608	91.8059
32.0441	217.7521	22.5597
230.7648	161.9732	105.4436
98.4170	254.0974	141.7643
135.4730	59.0663	160.4293
46.1066	213.7149	54.4876
56.4617	181.0665	103.4079
253.4007	173.1815	29.5063
20.7662	100.6446	107.4259
24.0069	189.6738	138.4246
25.2436	55.7831	215.4924
192.3256	201.7661	15.5487
56.7719	122.2690	170.9550
113.5285	66.5968	163.7668
109.3762	77.0079	183.9296
132.6710	221.8083	170.5457
133.4685	132.7987	194.8553
82.1209	125.3108	159.7871
157.7459	152.2300	77.7435
101.6019	238.2183	166.8578
255.9647	102.3529	107.3969
13.6005	193.4407	113.1583
46.7761	54.3422	239.0348
4.8777	167.1336	232.6733
216.3502	229.6813	1.8236
177.4722	206.9714	212.9283
134.1052	158.1723	110.5088
31.1547	253.1709	121.5668
175.6172	205.0982	237.5695
130.5809	17.3846	164.2120
202.6178	178.4814	11.0661
61.7526	65.0636	63.9669
53.0945	25.6179	13.8841
198.1817	190.9560	107.7988
244.2705	143.3046	69.4294
91.0356	10.5148	123.0569
13.7218	1.5929	107.6821
102.6342	246.9091	44.1425
70.7002	56.8139	95.0448
190.0344	85.3623	51.3133
220.9290	74.2484	211.7941
140.1738	152.7906	130.4902
68.6188	102.0101	133.4774
244.3307	98.4613	175.9229
121.0083	8.1485	70.7555
127.1741	188.7963	201.1489
82.5203	195.2260	124.4693
168.4140	219.1991	176.7179
83.0490	61.4197	97.0541
138.5008	106.9664	114.4569
85.6150	226.4932	138.5167
39.6636	33.1322	60.3082
227.6191	120.4960	195.5107
7.2135	103.2971	135.0654
179.5266	90.8401	89.3279
121.5376	180.7224	94.6644
172.6489	49.1315	104.5343
96.3420	98.2809	241.9392
46.8081	33.2640	75.2377
48.8434	51.0596	221.0409
120.0201	231.5486	200.2308
125.7335	112.5271	97.2170
159.9142	225.5027	252.2552
86.0339	161.8787	100.6368
21.1748	93.8622	20.8150
222.3360	90.5857	164.5733
64.3822	6.7066	24.5935
131.6161	37.6177	230.9095
108.0129	12.5247	69.5962
98.7185	84.8350	41.8746
171.2678	75.9486	63.0671
97.6655	28.6607	53.1413
228.1821	201.3001	98.9739
155.3949	153.3472	110.0890
114.0202	235.7820	243.9652
149.1749	74.8024	193.1087
188.5451	25.3393	59.0795
105.3726	31.6803	11.4237
31.7135	159.3361	143.6513
123.7045	190.5821	39.7930
245.0230	96.2055	129.4349
