xlinkID	connected_1	connected_2	connected_3	connected_4
6341	2440	9850	10293	13749
13749	10713	5218	7780	6341
7123	10896	5470	13149	3558
2789	1048	5738	1253	14247
7196	5529	11780	9310	11127
11780	2046	11162	7196	2726
11560	3082	9277	3494	nan
9277	11560	7493	7471	nan
10816	5474	14628	11181	230
14628	10816	3041	802	8137
165	13018	10378	7095	10855
10378	14553	10667	15437	165
13630	13194	13430	6718	6239
5402	12977	5643	16119	nan
796	8480	6114	14187	4117
14187	2473	11010	796	11366
12559	8907	3308	7775	nan
9971	7465	14740	15317	7438
16072	10324	4613	1135	nan
1135	16072	6650	12429	nan
10771	14920	4889	15339	9253
11584	2840	4130	15180	9383
4125	13992	8089	7476	13815
6932	2592	11937	8931	12909
4484	4865	4484	11919	nan
15563	2680	2131	5653	15670
5653	3389	15563	2680	12861
3659	7586	5796	11004	11359
7586	14114	3659	2700	8653
13323	14083	13323	nan	nan
12940	412	4797	4222	12343
15456	725	10899	9460	5149
9460	15456	9657	4602	725
15230	5786	10611	15230	nan
1577	690	5972	nan	nan
1248	67	2899	2820	nan
2899	1248	5947	1061	11211
12127	4008	6747	2756	6118
10721	5130	15595	562	8069
5011	443	8083	13149	4670
10084	11928	13305	874	4264
2216	11768	3217	10102	nan
16119	9680	5402	4806	14631
14631	1513	15314	5508	16119
10579	6977	2210	2524	3729
14139	15624	7030	2373	4638
3007	864	9362	7747	15496
3787	1954	15500	526	2143
5884	10457	4739	11908	15262
203	8680	10744	7694	13271
6510	4531	15708	9452	11287
2507	376	7505	12130	13247
12130	3857	2507	3644	8070
242	9160	2110	2460	15302
9160	10225	242	7845	3210
9702	15609	11101	9486	5625
12707	5072	10619	1966	nan
14640	1122	269	nan	nan
269	14640	1393	11917	10039
5910	13306	5812	1421	6279
6279	13945	9795	5910	nan
9572	13936	8338	14941	2679
13936	6819	9572	2662	7654
15613	1993	13050	2893	nan
10778	14584	11834	925	8550
12950	944	6955	3243	14380
944	3720	6955	15172	12950
5973	3595	14331	3731	717
11684	8784	11684	12662	nan
8176	14789	7083	9293	4829
4829	8176	14767	13447	735
9348	13384	13730	14579	14054
14054	12236	15747	9348	5133
12899	13248	233	3229	10791
13248	11130	12899	1150	2311
3555	5688	14303	2471	nan
4456	4112	7970	4565	10589
7970	4456	5025	371	11729
3353	12244	15219	13276	13374
6653	16023	12669	12310	11047
5364	14920	13015	nan	nan
11287	6510	244	14604	7766
244	13513	233	10886	11287
15150	2700	13283	8100	7527
11377	14395	6604	15637	11390
15637	11377	8234	14540	nan
12754	3081	15842	5460	7767
1789	14409	14649	1128	2207
13253	13562	3116	2693	5436
2693	14112	10970	9843	13253
8695	4799	7748	461	8535
8535	9431	7819	8695	nan
7546	6769	12666	13092	11286
3181	4176	6873	10300	1621
11165	13560	12563	11165	nan
12563	12419	8612	11165	3116
515	10858	4964	613	2806
4964	9585	515	4964	nan
13049	11331	3739	6261	7487
3739	13049	828	2837	6121
155	5648	14827	15221	13094
472	7753	323	6948	3207
5142	946	5970	7278	9247
9016	56	11794	10773	nan
10773	9016	826	13981	14022
8588	11601	3812	1513	4182
13055	7484	7942	13055	nan
7484	15209	4698	5305	13055
3900	12320	14089	5531	15943
1396	11000	6451	10131	823
11000	11000	1396	14870	nan
10358	10704	5735	6107	5335
10666	404	789	10766	5543
789	2600	10666	9691	5778
15496	576	10457	355	3007
6731	14649	13645	16022	nan
7838	8730	16115	2691	13084
882	10222	13972	9670	nan
7840	13568	14230	13622	14584
449	10331	7067	14796	759
2007	1360	2401	10556	13767
13767	12938	10556	4301	2007
16028	15578	13066	12301	1790
15432	15432	4498	7523	nan
4498	15432	5017	1264	15509
11083	673	14155	12564	5924
855	8792	14089	7466	7132
14089	7295	3900	12582	855
7008	6130	3610	1046	6818
1046	7008	14545	9996	9888
8073	6921	753	13765	14738
1609	4675	12740	6222	10335
12740	1609	13481	15156	8119
6266	3121	6666	2307	11823
6666	3361	6266	2206	10017
16122	10744	11393	4571	12061
10744	16122	203	5796	509
7305	14432	10523	13990	1752
10119	15776	13188	7141	13079
13188	5856	7527	7141	10119
6979	12368	14417	14970	10717
14970	6979	13084	6399	2279
3311	4298	12178	866	7039
9064	4176	14620	11934	4463
12041	15278	10397	11934	14831
13096	13096	6948	15543	nan
6357	14826	11794	2603	15900
7819	11378	9891	6597	8535
15611	1495	13787	15606	1599
8919	10481	250	4308	7444
13145	10352	13145	6557	nan
1318	9026	220	15157	nan
9026	4780	7636	4262	1318
11328	10258	15634	9245	1150
8100	12107	4133	15150	nan
15112	1700	14731	2691	4987
722	4711	2353	961	8431
15364	15825	4066	5059	623
4066	4322	4787	15364	10181
1926	6560	1086	nan	nan
12330	15856	9091	10230	14119
3148	7443	15121	11379	878
10075	14841	8316	12017	8367
12073	10440	3244	15117	14622
10440	12073	10902	11965	4334
11272	9886	12979	13342	7311
2721	4714	9755	2390	9159
14706	2155	6388	13773	6086
6086	14944	13585	14706	584
14895	1376	15260	10344	nan
15260	15079	15879	14895	nan
6075	9723	14396	13078	14519
5333	4867	15550	11158	2023
12371	3568	10650	8092	4581
10650	6474	12371	4634	9783
2386	3112	12282	2386	nan
2677	9168	15513	555	2502
9168	13225	2677	13038	5375
11890	11890	11756	2541	nan
12163	3224	14305	11522	7723
7748	2362	9189	10879	8695
7173	4168	9921	11178	14087
11178	9824	1778	7173	5934
980	1186	8835	10461	15494
6874	14968	290	14771	4694
14099	14716	10689	5028	1846
12569	12898	2330	11596	nan
11596	12569	10900	11261	nan
13709	8121	13709	3366	nan
1405	11753	8587	1332	14175
15896	6992	7102	2142	1488
2142	15896	9729	2085	14285
10129	5160	7473	924	nan
5160	3691	10129	8579	nan
3361	6728	6666	9043	6388
9043	6728	3361	11858	11700
8128	362	8595	5588	2541
362	8128	5620	14687	9567
5781	2353	8838	15917	13382
6232	6956	5685	13949	nan
15562	8104	6154	15475	8226
4787	13546	4066	4159	9671
9671	14091	4787	1212	15687
14569	14569	1338	1594	nan
11121	7347	9532	2221	3687
988	13433	14633	7730	6395
6395	6283	988	8932	7310
15514	7730	2643	14261	nan
13813	12394	4804	5612	2383
6065	11261	11197	9430	311
11197	16064	6065	3756	15713
10994	9553	2710	3710	3027
8517	8018	9882	7111	nan
7111	5644	8517	6790	2575
6680	8601	1759	14851	9431
1569	2872	5617	9090	9766
8018	7235	9668	8517	14447
9668	249	8018	7235	5644
2283	5888	3649	15850	2877
11589	2344	8559	14925	7167
3834	10176	3864	1842	429
1842	674	3834	6627	11656
5391	1064	6163	11397	15166
9766	1569	7082	4285	941
5037	5186	14771	15444	10405
1326	301	12675	15581	8582
1733	6336	10851	1558	11439
12621	7128	2673	11975	8471
10112	15297	5188	3297	3991
7434	11696	2458	5886	3255
13314	3360	2546	5635	2106
15663	13370	3107	5188	3886
5188	10112	1099	10989	15663
7170	6872	12762	1413	9726
2783	10280	1241	14182	11935
10280	6956	7013	4749	2783
10036	14308	10036	8478	nan
3941	11569	3941	10679	nan
11569	9689	3941	5631	nan
2884	10904	4946	11435	9136
652	833	3778	13494	13199
6992	15896	9	1592	13488
14438	1672	11497	2162	8149
1708	9770	15804	1324	3014
4223	3920	5874	15771	13333
15771	1320	13618	13580	4223
6738	732	8420	11718	9901
732	14464	2057	6738	13826
4720	6882	4178	6550	9415
4178	4720	7684	16030	12111
14717	15961	14236	12812	3877
3877	7273	3877	14717	nan
42	9981	4114	2949	8031
11056	857	14723	9901	13295
9901	11056	6738	12562	15782
2840	11584	10985	15180	14934
14934	2840	221	9677	13998
1414	5177	2538	6419	12350
2546	13314	4442	8078	nan
13436	2322	5354	7867	1274
15400	11167	1890	2970	14567
1890	15400	10040	14147	15087
7914	10989	13794	4189	10286
13794	7914	9739	5986	15999
10140	13120	8209	4099	2432
8209	5411	10140	7094	6791
6658	6032	4769	5554	1995
6032	3026	6658	11887	1031
11585	8562	15275	2172	nan
3339	3344	12066	3339	nan
8463	11202	6550	14175	8751
7235	8018	7235	9668	nan
12574	7585	4034	757	11623
6360	73	553	6602	14765
14765	6360	7596	9692	10286
11333	8146	10506	9810	15807
1859	10016	411	3268	655
9692	9425	10426	7585	14765
2870	4267	14181	2870	nan
14439	5257	15036	9974	8222
5965	2163	11347	5965	nan
11347	15658	5965	11726	8135
4322	15825	9114	8478	4066
8818	10402	4666	8818	nan
7595	10856	3481	2775	nan
136	1624	8747	13120	11021
3996	14176	9161	13763	3676
6585	14912	10221	12775	nan
12111	4178	6308	10405	7214
10419	13273	9697	6917	11262
1197	7402	2861	15078	nan
12297	12640	13601	9477	8400
13601	3928	12297	13544	5422
13614	936	473	11836	4830
3005	2551	2461	12334	7591
7591	1521	3005	7591	nan
4267	10016	12226	2870	nan
4172	7096	8944	1802	9435
7096	6772	8324	4172	4287
5784	729	5265	15052	2922
15888	498	15323	410	10135
8733	4835	8797	4055	nan
1418	11032	10209	3134	2110
2316	1665	1178	9491	15055
13949	6232	13949	5221	nan
8604	19	13220	13406	nan
13220	11402	3187	8604	4796
13161	14466	8619	2676	6868
6212	7895	15939	12599	nan
8149	8736	5331	14438	9535
5785	8705	13739	11411	1198
9069	9208	12417	13978	7026
13978	13978	4748	9069	nan
14629	12048	14580	15597	nan
6608	4929	15425	9366	7
15425	6608	13142	6151	nan
15092	2704	2737	284	10269
4873	8755	5623	11678	14735
10319	8273	7995	10319	nan
6459	10361	2147	2041	3757
14011	14896	178	12067	5621
15782	9901	10821	13845	999
936	14898	9186	7788	13614
15541	3873	5971	15541	nan
10219	1059	7478	13663	nan
1059	8539	15970	10219	410
11919	9808	1635	4484	8549
2028	14260	10828	12917	2199
10828	15824	8881	15994	2028
14566	13113	5187	5291	11023
11023	9624	13409	8881	14566
1788	4666	13494	2070	10839
5995	6018	10555	8820	1855
6018	10867	13635	5995	2470
6620	3913	9409	2192	9936
8965	11665	3079	14126	15015
14126	9829	8965	4198	5967
14834	14984	2162	4198	6
4198	14834	13699	1372	14126
4586	15250	6643	nan	nan
208	7584	3529	6026	9083
3529	208	13132	7510	14207
14104	2442	6380	13662	12367
2442	14104	8641	10121	4202
8077	10410	9243	2782	5974
8215	14274	1090	9076	10255
1090	11875	8823	13262	8215
1243	13584	15363	2211	7587
4038	200	1025	15131	6221
1025	5385	11210	6716	4038
11710	9283	9132	53	7894
15948	15948	1132	11623	nan
10874	15775	3135	15231	nan
5291	2859	13250	12051	14566
12051	5291	15052	3765	9931
10016	1859	1404	4267	8942
3644	12130	2963	1813	4901
15552	15552	2148	13670	nan
2148	15552	545	7549	nan
1635	2441	4865	15183	11919
5756	15297	9461	4798	14263
12698	13129	9179	10077	nan
14842	2992	12801	1323	6904
3947	4692	10540	14029	4743
7605	12374	15684	6110	4175
6110	8969	7605	7134	1303
2990	13666	3780	4917	15151
15002	1945	13934	4667	15361
6716	1025	10020	13437	8790
6819	13936	5424	4971	11215
1285	5853	14673	14613	6270
9772	5841	2234	9083	8659
9083	208	9772	13318	10655
6008	14216	13947	6213	6270
3882	1984	3746	3190	10415
3190	6048	3882	15378	3746
10020	5385	13715	6716	3301
6494	15530	12884	6494	nan
15873	593	6213	4165	8790
10125	368	12217	10667	6247
8871	5729	4225	3524	14046
11284	8192	3875	6989	1014
3875	11284	12812	11564	5911
9132	15816	11797	11710	1663
15816	15387	9132	9677	10046
5791	1281	6147	12188	3863
7478	676	10219	4876	1207
10979	3536	14252	12998	nan
4287	7096	2922	3837	nan
3837	346	15999	2796	4287
11607	414	15964	13163	15814
15814	13129	9179	2676	11607
8820	5995	3716	12661	1974
14110	4913	9372	333	12854
363	442	11429	3878	1327
14906	9768	11411	10527	2391
2391	14906	1141	1853	nan
11801	13256	3586	9562	1493
3586	11801	11411	13478	9759
1694	3858	14228	1694	nan
3326	8475	16011	4382	nan
8475	8475	3326	nan	nan
8502	4871	15452	13006	10447
13006	13006	8502	4797	nan
15078	11595	6229	1197	nan
7871	13440	11698	2571	717
717	8773	5973	1198	7871
6650	1745	11915	2076	1135
3573	4065	3573	7902	nan
9854	8876	6229	9854	nan
8876	12208	2653	9854	1911
9617	1515	5956	101	2637
101	9617	11419	4305	6383
13513	13402	3827	244	14325
7095	14337	10754	13691	165
14337	112	10985	5911	7095
7828	14578	6707	12276	6503
5170	2504	5113	5450	2139
5113	15969	5170	5113	nan
1916	2632	14257	1098	15959
2632	15249	6193	1916	1519
11951	14665	4130	2556	8357
15183	16056	6162	1635	2351
13855	442	13478	7142	12423
1593	9688	9435	14869	14031
9435	14616	1593	4172	15510
117	5424	8338	14275	3638
3638	117	3638	15894	nan
5424	5424	6819	117	nan
3114	8304	13593	5467	7220
5467	10450	3114	10910	16039
7682	7640	5140	9102	nan
7417	690	11698	8493	1198
774	6896	14433	13659	13181
14433	3712	12627	4660	774
14516	1942	13739	5515	7654
2440	14292	15941	6341	9911
12385	2816	6569	4106	10751
14074	8273	5066	533	13178
5066	14074	14347	13691	10855
13247	13081	2507	13141	7030
6938	13538	15218	13544	1959
8480	10002	796	4117	nan
6504	1544	3044	526	8863
3044	6504	5145	10819	4283
8092	2468	12371	8092	nan
5708	7913	2918	5641	13590
13590	4738	6908	5708	10924
6576	15040	5225	4090	7228
7228	6576	14497	13475	5167
8653	2185	7586	10924	13202
8425	14248	8425	7508	nan
1896	3570	15492	1860	9983
15492	1896	13147	8312	10365
7584	6424	15027	1292	208
1639	8841	12339	8550	6103
5765	8834	725	9198	14919
478	2496	10146	4397	13886
2496	8873	1170	478	2279
12160	9225	251	12004	nan
3560	6096	13417	13880	9619
6096	3560	9796	11549	15207
12490	15699	3534	nan	nan
7800	7843	11085	nan	nan
7113	8256	11651	13940	7575
15024	5464	2569	4371	9651
5464	15024	1131	763	15263
1864	10424	2313	2658	11228
2313	1864	14380	6389	6638
14183	14313	10955	4996	8685
14313	328	221	278	14183
4926	1899	4029	5861	7439
12909	9362	14876	6932	15222
8214	6792	13617	656	nan
6792	8049	13202	4046	8214
2682	12835	8931	820	11797
8827	2856	11597	10600	12445
15836	3704	15953	12770	10772
5216	7488	10984	15590	2159
7488	5216	1074	15294	15151
5786	3320	1666	8514	15230
35	14083	10547	15524	9616
13024	400	13005	14415	13695
7981	6722	4579	261	15350
15207	6096	3419	772	15350
15350	13609	7981	6854	15207
9465	10857	5297	13435	9147
5297	9465	14211	9585	nan
7582	2866	7582	2223	nan
14489	9192	3414	7164	14102
14102	14489	4690	13534	15791
12596	12596	10884	8790	nan
12045	10448	6818	10492	13838
10324	16072	3840	4347	9144
468	5481	12675	468	nan
4638	15222	14139	4638	nan
11724	13872	15012	1980	15564
15564	8265	12075	11724	14222
864	864	12303	3007	nan
10882	13858	6669	14511	nan
14222	14360	7747	15564	8996
5407	6344	9785	nan	nan
8950	7704	11633	6052	8014
13723	11281	763	9982	12079
763	4784	5464	13723	7832
2806	14498	8338	515	3095
9106	9169	9146	10115	562
10115	9106	5179	5732	15135
2427	13712	2427	4892	nan
8662	13160	13795	15172	13534
9938	8179	5069	2022	nan
8179	15536	9938	15733	nan
3308	7483	7245	12559	nan
11095	5778	2155	11964	14821
5778	6964	789	7846	11095
2341	7136	2120	14614	nan
7136	9144	14173	2341	nan
8376	3256	11250	8376	nan
8847	7689	6893	8847	nan
8432	8129	11387	15065	7942
8129	8432	14476	11662	135
2592	4568	13562	16083	6932
11174	5736	8795	435	8262
15806	12977	14914	13141	12478
10525	13487	8026	14807	nan
7233	15090	6604	5357	8447
14620	9064	15706	46	nan
13636	12225	4850	4060	13238
3704	9448	15424	15836	8339
7269	8873	3871	1463	nan
1463	1141	4251	7269	7152
8644	13864	1761	13764	11743
13764	13066	15427	8644	nan
9203	8281	6770	4268	14909
11727	14657	8121	6939	3133
9911	2440	7705	9911	nan
11427	4312	329	3217	8003
11122	3850	13036	11518	2866
4896	4896	10853	2519	nan
12465	7956	10420	11733	5807
5970	2425	9345	16073	5142
9345	5970	611	707	5543
11561	8080	15555	6260	nan
15603	12600	12684	30	14303
15166	16057	13946	7034	5391
7702	5193	8618	13078	3727
4593	3601	9394	15211	5119
3940	2208	9273	6379	13773
3943	11787	8996	7918	6703
7538	4984	2329	13690	15828
13084	8586	7838	6509	14970
6848	9253	5654	nan	nan
9253	6848	10601	10771	nan
767	3503	14260	3116	6399
5724	11743	11934	2814	8583
10526	4960	15842	12347	7694
14622	12073	7537	8789	12999
8789	14743	4934	14622	10671
15509	4498	4213	11110	nan
2344	2344	11589	5501	nan
3932	12934	2308	13981	12990
4213	12082	3267	15509	11686
13135	12999	14155	13574	4551
11250	8376	13916	2686	7615
13868	1456	298	9452	nan
2526	9273	11444	8541	2734
1181	13455	1257	3438	2615
11101	8322	5163	9702	15490
14265	4182	2863	30	13615
237	10065	282	14261	5959
5959	7464	237	854	14189
13111	8745	7938	12679	nan
8618	4097	8618	7702	nan
4931	9958	6821	11158	12487
11683	9466	11317	7756	8533
14083	35	4794	13323	nan
15447	4000	10987	8757	2630
1421	13785	8204	5910	11535
13785	10757	2794	1421	nan
3281	64	82	9972	9045
8524	15139	15526	10719	nan
15526	9472	15139	8524	15671
7310	6689	6395	7310	nan
11664	5770	7067	7933	6678
143	9457	6050	12731	12558
8121	14425	13709	12358	11727
4114	2425	42	13011	15246
13295	11056	8283	6013	7600
8283	6564	949	13295	nan
13585	1113	9698	2513	6086
8713	8184	6953	2277	14008
2277	8713	7469	15773	3254
3561	4554	2219	10893	7118
2219	3848	3561	12810	5271
14907	5104	9312	13654	14503
11092	12978	3907	10645	12026
109	4888	7744	10607	nan
2896	1051	12635	10651	13990
13990	2896	7305	15800	8495
2528	6873	12545	8595	9868
14202	3224	3907	3935	1735
3224	5105	14202	12163	14809
4608	10139	15044	9917	5734
10139	4608	5441	15930	15156
9664	6719	2266	11317	14687
14687	9664	13546	2130	362
11686	5392	7722	4213	3485
6513	12241	13619	1	nan
9208	14010	9069	1068	485
485	9208	1169	10972	6768
1777	5248	14851	3676	14412
3676	1777	3996	16129	14684
11062	14931	8466	12435	16043
8466	344	8006	11062	1614
14075	8601	14977	10174	6689
5219	129	12452	12180	15158
12757	7384	7019	16060	11149
6914	10832	4786	616	5575
13632	4042	14971	15622	11863
13093	9146	7834	7019	9719
7737	3256	489	13456	2824
14285	15139	14324	2142	13830
14324	15264	1201	3604	14285
8968	14345	172	8798	9999
15246	14314	4114	10123	15550
6302	6808	13577	6603	4741
12489	6728	3404	14974	nan
3404	464	12489	7974	nan
3493	3097	3493	7913	nan
8657	7815	12849	14231	nan
14305	8377	13150	12163	2606
13068	11496	7577	8277	2942
3274	1274	9234	1637	223
14747	7432	5026	14659	15383
11605	3721	419	11605	nan
5685	6232	1905	12050	3027
11920	2179	10349	14454	3127
10349	11920	2306	1227	11620
11758	5632	6876	10612	11365
1614	10289	8466	10028	5238
10668	12352	4561	13146	10777
12750	1977	7876	4220	15277
2172	1872	11585	675	6879
9729	9729	3692	2142	nan
11900	6796	5331	4316	1510
8762	2057	15769	9907	11678
16030	4178	15444	1710	5367
6564	12562	8283	436	nan
12562	13948	6564	15620	9901
9847	456	3562	6562	14296
14968	7082	13569	6874	739
455	14723	9708	2501	13191
902	11944	3360	3422	6530
10989	7914	5188	5709	4676
6603	5635	7723	10596	6302
1532	5009	6034	14532	2775
6112	6947	5644	5213	14166
11709	12050	1028	13146	2090
1028	4153	1715	11709	9023
1929	9	4922	11177	13132
15139	9618	8524	14285	15526
9618	14737	15139	1838	14215
456	13072	7122	9402	9847
10799	1856	15899	1300	3463
2422	9265	11931	5245	5006
5245	3505	5245	2422	nan
4761	99	5677	14043	4079
3268	12650	1859	7596	9645
9645	12516	3268	13332	13030
10883	11016	8809	535	3663
8809	10883	11036	9405	nan
3647	13856	12762	3650	11741
13856	372	1604	11741	3647
1251	1334	7652	10565	246
246	9056	1251	8958	4439
12296	1827	987	1086	8935
10407	6586	359	nan	nan
6586	2937	14764	13470	10407
4392	1713	14939	15617	6755
8478	5249	4322	10036	5254
8722	3864	10532	3798	7848
5863	15494	13542	8054	511
6679	5479	9411	11021	7247
7247	1955	11365	12158	6679
7730	988	15514	1715	5388
6730	1624	3073	7334	10679
3073	6730	5860	11861	nan
15502	6226	8779	5517	686
5517	11370	5540	15502	13943
9708	6953	5763	1750	455
10807	432	3614	10807	nan
8146	13344	9167	11333	11623
10426	13870	12282	9692	12026
11192	16017	8113	14396	14389
13373	11426	14263	1642	4695
13123	15636	3102	10398	2791
10398	15360	4659	7738	13123
15551	15511	8485	10885	4879
4879	7697	4963	15551	nan
10402	1913	8818	10571	6535
3124	1408	3481	2869	3989
1408	7507	3124	1829	6692
11408	528	6034	4148	7242
4148	11408	4329	1238	1774
6768	12777	3436	485	12046
12046	6768	7187	9845	15878
9337	5760	6410	6317	10903
10903	425	9337	2675	9228
2782	6457	8077	4559	nan
655	1859	12534	6334	10370
1510	14464	2121	8755	11900
13952	2025	250	4459	2758
10286	7914	9124	14765	4798
4798	15904	5756	10286	7543
13845	12911	553	15782	10695
4438	1320	5057	11722	11924
11924	9025	14930	4438	nan
15582	6718	2785	6565	12038
6318	1464	9428	12295	nan
9428	7550	14603	6318	nan
9020	4659	12988	3142	2548
3142	4385	9020	9197	4692
414	14120	379	2558	11607
1274	3045	3274	13436	829
4963	13904	8969	8165	4879
13904	138	4963	9263	14799
7948	4743	5009	2710	5295
2710	2937	10994	7948	750
9857	6888	10740	15878	3167
15878	10800	9857	2722	12046
3395	2449	7026	3497	33
7026	3395	1092	9069	5783
14229	13768	8737	4899	15469
3436	6768	15289	13789	8071
15275	11585	9699	3798	nan
14006	12417	5979	7851	4447
7851	14390	7770	805	14006
15020	3883	6628	6188	3135
2147	10342	6459	12038	9743
8641	4808	2442	10667	15679
14942	498	411	12260	5141
4454	9124	6268	4454	nan
7645	1032	6162	2971	3442
5187	3056	9624	15885	14566
4719	9216	15801	9657	9455
4917	14624	9010	1966	2990
8083	14232	1209	5011	3286
7153	9880	6748	6060	12647
6060	7153	8349	4105	15913
4805	13640	12409	12242	12771
16019	6736	5707	6740	2639
7762	11679	291	6219	9951
9743	1537	2147	284	3934
6594	14320	12292	3030	5956
12292	1632	6594	15536	11162
11623	8146	2051	15948	12574
15983	11937	9866	13652	8951
15885	13552	13664	5187	13228
7500	14256	10819	10852	820
12283	15968	14137	9420	10558
15968	3139	12283	10540	11221
6162	12854	7645	13822	15183
8207	13977	7844	4444	nan
8834	983	5765	4054	5727
973	11897	11371	14253	14374
4142	388	11396	13814	10166
12583	10200	5470	6736	1942
10200	4984	7752	1116	12583
4910	13934	5451	700	10662
14198	1344	12015	3132	5063
11236	1713	6186	1915	2003
568	4488	13786	15395	8990
15395	568	6929	15804	4447
12256	8816	5185	1847	3983
2058	13699	7485	5789	15119
9130	9111	6089	15780	711
15780	2704	9130	15154	3410
11718	6738	3883	3957	9358
14553	8273	9793	10378	10906
7493	12208	5730	9277	10165
13044	4186	11564	10490	1367
4186	13044	733	2302	4436
1750	5952	8798	9708	13496
334	15560	4369	7530	nan
4369	4954	8070	1925	334
4920	1032	7489	14346	5455
4054	9216	9601	8834	nan
12744	1753	14141	10108	15765
15765	12744	442	6427	8261
13163	13464	14466	11940	11607
10934	15073	16010	9198	14871
1327	13256	1898	363	12678
8136	2801	11090	11604	11742
11090	8136	7563	11604	557
3322	10745	1882	9109	1687
1687	2704	7777	3322	13631
5892	8360	15409	14760	13054
13054	12560	5892	7676	nan
533	1824	14074	9373	3815
14815	5200	11632	5830	9735
15091	3272	4009	4778	13735
7581	13149	7902	8734	nan
13153	9753	9603	6053	nan
7452	12704	12188	2883	7972
7370	13680	2556	11551	nan
3196	11681	2115	15964	7791
13473	13473	3986	8132	nan
13181	6840	3084	774	5023
15848	5136	7427	15544	nan
7427	15848	7359	9382	9303
11633	9963	8950	1607	14975
14975	15824	11633	2363	11638
6957	13457	1506	9829	8102
1506	10337	3317	379	6957
7430	3186	8806	15652	2926
5967	96	4660	5608	14126
96	13256	4393	1797	5967
4951	15361	115	15430	3527
13395	3032	2354	11443	12171
2354	16047	13395	9501	14039
10932	6047	2893	11711	nan
15172	944	1360	8662	9231
2768	2073	975	10347	14783
8912	2537	9564	12805	3070
8953	6880	7354	3141	15016
3141	592	8953	8909	nan
122	2544	15012	7230	1127
2544	1722	122	12390	14727
5882	15610	4772	12165	11479
11479	2400	5570	5882	7651
13916	8941	11274	11250	13466
13402	13513	8972	7740	6039
8972	11904	13402	3222	12326
7694	2918	203	620	10526
7530	11592	10852	334	nan
13900	9728	3716	12917	3503
4132	9958	13283	5654	12927
3150	15424	15128	1662	1974
2587	13016	6825	5530	nan
9174	9448	13864	7410	1170
15060	5242	15923	4836	8444
6371	9289	2662	1716	3958
1716	15385	11123	6371	11933
3279	10450	635	14292	12525
1745	11353	15065	6650	3253
15947	4154	2786	6540	10293
10293	8033	2826	15947	6341
7571	6945	7571	5830	nan
10186	2297	5634	596	6765
15409	3936	9417	5892	5908
12634	4448	15610	5642	594
15610	5882	12634	4245	16080
1984	3882	7268	9365	nan
12369	376	15321	3437	4889
376	376	12369	2507	nan
8877	6906	8877	15039	nan
15615	5796	10924	5436	13271
6193	6384	9728	2632	7380
1216	15938	12875	1141	911
1519	2632	7505	11344	nan
4616	12074	7474	12492	13015
7474	4616	11393	4738	12742
10699	7395	754	16115	7367
6770	14145	9203	6500	9963
16115	14888	10699	3348	7838
8632	8632	502	6687	nan
7580	9336	4154	1740	1325
10174	3792	14075	13805	14070
3792	6689	6062	10174	2846
6678	11664	9737	182	11286
4700	9192	10680	12990	2406
9192	1360	14489	3236	4700
6072	2787	3278	5622	13695
15733	2569	5218	8179	14342
1671	6993	2524	11651	12713
13000	12600	13272	13446	8462
10775	11993	10122	9268	13194
11904	11546	8972	5069	7230
11546	11904	11241	13676	3039
8033	8033	10293	9438	nan
5801	11143	3173	12438	663
3173	5801	1938	7996	11302
1266	8049	7938	6686	7815
4889	7505	12369	10771	5137
2451	15776	15396	12005	3687
15776	8704	2451	13079	10119
10146	10146	15706	478	nan
13357	15128	15298	11602	1853
15298	4937	8521	90	13357
10970	5739	12468	2693	11327
11929	8384	2786	4452	192
6927	10888	14478	13741	3414
10888	7552	11223	13444	6927
8533	2905	11683	11852	12262
8462	13000	14681	9554	4955
12113	3096	3665	7108	661
7108	12113	1909	8940	6420
9105	2746	5035	12723	9982
7620	10832	843	7620	nan
14772	41	1626	6170	6022
1626	1937	12433	13012	14772
213	14944	11255	1172	1815
11130	13080	12128	13960	13248
7744	10012	109	nan	nan
7165	6028	15910	7942	nan
15910	594	7165	15910	nan
13364	14914	4211	14732	nan
2185	9173	14419	8653	13110
6612	13562	6612	8070	nan
6599	15100	15269	11862	12863
11862	5985	7767	6599	nan
6079	4960	2091	6079	nan
15938	1216	8569	12100	2279
8569	11345	15938	275	9607
5394	12167	15306	15300	11831
8523	1192	9817	5428	1295
9817	5397	8523	6220	12677
8983	12224	6998	11933	3958
7909	3113	7909	1189	nan
3113	15221	6381	9457	7909
7133	9913	13587	12885	11559
12236	11353	2665	13211	14054
2665	6248	11353	12236	11127
707	15209	9345	3133	10998
14971	13632	523	2280	nan
14881	4064	15050	11019	13456
15624	3840	14139	14788	12502
6821	4931	3997	nan	nan
3997	9579	4133	6821	6703
12303	864	10835	9756	9943
9452	7689	13868	6510	14727
4050	13339	3635	5856	13287
3635	4050	3635	12182	nan
1282	1152	14191	7415	9783
2657	8832	4826	1621	13349
6975	15706	2083	525	nan
15706	10146	14620	6975	nan
9943	15023	827	12303	13479
13479	3081	13479	9943	nan
6472	9097	11146	8377	9917
9097	6472	14573	12304	9368
1972	11682	11699	11980	12782
16005	13376	6817	555	7860
13376	4664	7115	16005	11935
9146	9169	9106	13093	702
13757	3216	6546	3508	12471
15530	15530	1125	6494	nan
8792	14536	2983	12442	855
14536	8792	12291	2445	5630
2734	826	2526	2802	10206
